,user_name,statuses_count,followers_count,favourites_count,listed_count,location,profile_image_url,profile_text_color,profile_image_url_https,profile_background_image_url_https,profile_background_image_url,utc_offset,label
160,Cierra,1812,18,1596,35,Alaska,http://pbs.twimg.com/profile_images/675427831560597506/Kdu4fK5X_normal.jpg,3D1957,https://pbs.twimg.com/profile_images/675427831560597506/Kdu4fK5X_normal.jpg,https://abs.twimg.com/images/themes/theme10/bg.gif,http://abs.twimg.com/images/themes/theme10/bg.gif,-25200,fake_users
162,Laura,227,17,188,6,Virginia Beach,http://pbs.twimg.com/profile_images/726520918244126721/-bQ9RWpR_normal.jpg,634047,https://pbs.twimg.com/profile_images/726520918244126721/-bQ9RWpR_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,fake_users
164,Sound,979,26,892,37,New York City,http://pbs.twimg.com/profile_images/706801625399037955/aym2S0s2_normal.jpg,0C3E53,https://pbs.twimg.com/profile_images/706801625399037955/aym2S0s2_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,fake_users
165,N' Jesus Name I,1762,27,1537,18,New York &amp; Worldwide,http://pbs.twimg.com/profile_images/727511041991708673/HofQ5jXN_normal.jpg,663B12,https://pbs.twimg.com/profile_images/727511041991708673/HofQ5jXN_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
167,Smokin' Joe Smith,1637,39,1489,37,Texas,http://pbs.twimg.com/profile_images/732361471078719488/cyhd3kn2_normal.jpg,0,https://pbs.twimg.com/profile_images/732361471078719488/cyhd3kn2_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,fake_users
168,Jazz,67,14,0,0,United States - California,http://pbs.twimg.com/profile_images/713899422413942784/HRsG7VTh_normal.jpg,634047,https://pbs.twimg.com/profile_images/713899422413942784/HRsG7VTh_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,fake_users
173,Best Web,1277,21,1184,23,Vero Beach Florida USA,http://pbs.twimg.com/profile_images/680743972256505860/7OvFSkS8_normal.jpg,0C3E53,https://pbs.twimg.com/profile_images/680743972256505860/7OvFSkS8_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,fake_users
175,Mike,28,13,0,0,"New York, NY",http://pbs.twimg.com/profile_images/711952158795632640/unuj8IRD_normal.jpg,333333,https://pbs.twimg.com/profile_images/711952158795632640/unuj8IRD_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,fake_users
178,Amanda,313,8,248,3,"Aurora, Colorado",http://pbs.twimg.com/profile_images/714480306535931904/y18J5o27_normal.jpg,333333,https://pbs.twimg.com/profile_images/714480306535931904/y18J5o27_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,fake_users
179,Victoria,25,28,0,0,"Denver, Colorado",http://pbs.twimg.com/profile_images/736814647173632000/18HANDYn_normal.jpg,0,https://pbs.twimg.com/profile_images/736814647173632000/18HANDYn_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,fake_users
180,A.k.a.,690,10,627,11,Michigan,http://pbs.twimg.com/profile_images/675709754769997825/hdV4Rb7Q_normal.jpg,333333,https://pbs.twimg.com/profile_images/675709754769997825/hdV4Rb7Q_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,fake_users
181,Jake,526,32,503,3,"Denver, Colorado",http://pbs.twimg.com/profile_images/727074710173917184/A859tpOn_normal.jpg,333333,https://pbs.twimg.com/profile_images/727074710173917184/A859tpOn_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,fake_users
183,ChefKi,2042,28,1881,15,"Washington, DC 20005",http://pbs.twimg.com/profile_images/713921775390887936/b2_l012q_normal.jpg,333333,https://pbs.twimg.com/profile_images/713921775390887936/b2_l012q_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
186,Barbara,1068,32,997,31,New Hampshire,http://pbs.twimg.com/profile_images/706226246422818816/zVKz2-bo_normal.jpg,0C3E53,https://pbs.twimg.com/profile_images/706226246422818816/zVKz2-bo_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,fake_users
190,ROLANDO,2146,28,1930,27,Kentucky,http://pbs.twimg.com/profile_images/711133096024780800/_sQ1Shwr_normal.jpg,333333,https://pbs.twimg.com/profile_images/711133096024780800/_sQ1Shwr_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
192,Paula,1736,30,1599,12,New Hampshire,http://pbs.twimg.com/profile_images/711641604109557761/Z2Ziu4Xv_normal.jpg,333333,https://pbs.twimg.com/profile_images/711641604109557761/Z2Ziu4Xv_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
194,Cecile,674,22,636,19,"N. California, USA",http://pbs.twimg.com/profile_images/695827404556730368/pMELXVPI_normal.jpg,3C3940,https://pbs.twimg.com/profile_images/695827404556730368/pMELXVPI_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,fake_users
196,Emily,1499,19,1410,12,Washington,http://pbs.twimg.com/profile_images/696134971153629184/WhCFAbsm_normal.jpg,333333,https://pbs.twimg.com/profile_images/696134971153629184/WhCFAbsm_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,fake_users
197,Ghstmarauder,374,44,305,11,"Prescott, Arizona",http://pbs.twimg.com/profile_images/732739867935789056/1rG9rL-i_normal.jpg,0,https://pbs.twimg.com/profile_images/732739867935789056/1rG9rL-i_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,fake_users
202,TheStonedChristian,1513,32,1341,6,"New York, NY",http://pbs.twimg.com/profile_images/679968819784318976/ewk1k0xv_normal.jpg,362720,https://pbs.twimg.com/profile_images/679968819784318976/ewk1k0xv_normal.jpg,https://abs.twimg.com/images/themes/theme11/bg.gif,http://abs.twimg.com/images/themes/theme11/bg.gif,-25200,fake_users
203,Fernanda,1661,28,1525,18,Texas,http://pbs.twimg.com/profile_images/696102925932875776/zQqs94xs_normal.jpg,333333,https://pbs.twimg.com/profile_images/696102925932875776/zQqs94xs_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,fake_users
204,Melanie,28,20,0,0,FLORIDA,http://pbs.twimg.com/profile_images/706439750878568448/xHJUi6Ni_normal.jpg,634047,https://pbs.twimg.com/profile_images/706439750878568448/xHJUi6Ni_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,fake_users
206,AppsToro,759,23,710,0,New York,http://pbs.twimg.com/profile_images/681131410573373440/2O1GEGcM_normal.jpg,362720,https://pbs.twimg.com/profile_images/681131410573373440/2O1GEGcM_normal.jpg,https://abs.twimg.com/images/themes/theme11/bg.gif,http://abs.twimg.com/images/themes/theme11/bg.gif,-25200,fake_users
207,Ken,3075,46,2841,31,Connecticut,http://pbs.twimg.com/profile_images/707237751658139649/i1Bj0BcA_normal.jpg,333333,https://pbs.twimg.com/profile_images/707237751658139649/i1Bj0BcA_normal.jpg,https://abs.twimg.com/images/themes/theme8/bg.gif,http://abs.twimg.com/images/themes/theme8/bg.gif,-25200,fake_users
211,Tris,1343,27,1289,21,"Houston, Texas, USA.",http://pbs.twimg.com/profile_images/706802611710611461/Rdpxz6GM_normal.jpg,333333,https://pbs.twimg.com/profile_images/706802611710611461/Rdpxz6GM_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,fake_users
213,Tiffany EllingerLeza,275,21,235,6,"Fort Worth, Texas",http://pbs.twimg.com/profile_images/736621677656707072/7Ml6Ci-R_normal.jpg,0,https://pbs.twimg.com/profile_images/736621677656707072/7Ml6Ci-R_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,fake_users
214,Daivoo,557,14,457,11,"Dallas, Texas",http://pbs.twimg.com/profile_images/712606968876150784/vyKUys3i_normal.jpg,333333,https://pbs.twimg.com/profile_images/712606968876150784/vyKUys3i_normal.jpg,https://abs.twimg.com/images/themes/theme8/bg.gif,http://abs.twimg.com/images/themes/theme8/bg.gif,-25200,fake_users
215,Hope,609,27,555,11,"Boonton, New Jersey",http://pbs.twimg.com/profile_images/705822948146413569/LeJuHMiT_normal.jpg,333333,https://pbs.twimg.com/profile_images/705822948146413569/LeJuHMiT_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
218,Brandon L.,2160,29,2024,37,California,http://pbs.twimg.com/profile_images/706637774858878976/RX-7c_LZ_normal.jpg,333333,https://pbs.twimg.com/profile_images/706637774858878976/RX-7c_LZ_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
222,Jason,14,14,0,0,Wisconsin,http://pbs.twimg.com/profile_images/705477873964969984/Y5xXBYNT_normal.jpg,333333,https://pbs.twimg.com/profile_images/705477873964969984/Y5xXBYNT_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,fake_users
223,Eric,2281,45,2124,29,Delaware,http://pbs.twimg.com/profile_images/717598862400073728/19djJUN__normal.jpg,634047,https://pbs.twimg.com/profile_images/717598862400073728/19djJUN__normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,fake_users
224,bryan,371,25,312,8,"New York, NY",http://pbs.twimg.com/profile_images/707841928692408320/GAth0hIs_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/707841928692408320/GAth0hIs_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,14400,fake_users
231,EL RAYORAZI,1857,26,1561,24,Alaska,http://pbs.twimg.com/profile_images/718603810252460032/3fY_PTJF_normal.jpg,333333,https://pbs.twimg.com/profile_images/718603810252460032/3fY_PTJF_normal.jpg,https://abs.twimg.com/images/themes/theme16/bg.gif,http://abs.twimg.com/images/themes/theme16/bg.gif,-25200,fake_users
232,Charlotte,31,15,0,0,Louisiana,http://pbs.twimg.com/profile_images/710437405619314688/nn6ksPiv_normal.jpg,0C3E53,https://pbs.twimg.com/profile_images/710437405619314688/nn6ksPiv_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,fake_users
234,Brian,371,21,303,4,Southern Illinois,http://pbs.twimg.com/profile_images/714020040429989888/6wI_N_gK_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/714020040429989888/6wI_N_gK_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,fake_users
236,Charlotte,63,9,0,0,"Seattle , Washington,USA",http://pbs.twimg.com/profile_images/715285810673688576/q7zHrxE1_normal.jpg,333333,https://pbs.twimg.com/profile_images/715285810673688576/q7zHrxE1_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,fake_users
237,BÂ®UÂ©,1983,29,1901,15,"Loveland, Colorado",http://pbs.twimg.com/profile_images/712613280754171904/otxG2edX_normal.jpg,333333,https://pbs.twimg.com/profile_images/712613280754171904/otxG2edX_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,fake_users
239,Jaclyn,27,15,0,0,Minnesota,http://pbs.twimg.com/profile_images/707211406400233473/mW2YAR7z_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/707211406400233473/mW2YAR7z_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,fake_users
240,Coach Cabral,26,20,0,0,Indiana,http://pbs.twimg.com/profile_images/722460940453552130/CxhpFWMg_normal.jpg,333333,https://pbs.twimg.com/profile_images/722460940453552130/CxhpFWMg_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,fake_users
249,LilBrown,1000,12,879,24,Iowa,http://pbs.twimg.com/profile_images/711747814275960832/gpueUWt1_normal.jpg,663B12,https://pbs.twimg.com/profile_images/711747814275960832/gpueUWt1_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
250,Adison,11,19,0,0,Rhode Island,http://pbs.twimg.com/profile_images/705942757437640705/LJjQbVdY_normal.jpg,663B12,https://pbs.twimg.com/profile_images/705942757437640705/LJjQbVdY_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
252,Zaray,58,14,0,0,Arkansas,http://pbs.twimg.com/profile_images/715033033485758464/KtJkvS7L_normal.jpg,333333,https://pbs.twimg.com/profile_images/715033033485758464/KtJkvS7L_normal.jpg,https://abs.twimg.com/images/themes/theme16/bg.gif,http://abs.twimg.com/images/themes/theme16/bg.gif,-25200,fake_users
254,Toxic,441,24,368,8,New Jersey,http://pbs.twimg.com/profile_images/716362874071941120/ffSlg2sD_normal.jpg,634047,https://pbs.twimg.com/profile_images/716362874071941120/ffSlg2sD_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,fake_users
256,Ronneka,989,16,945,23,fort worth texas usa,http://pbs.twimg.com/profile_images/711118561243082752/ArbveOGY_normal.jpg,333333,https://pbs.twimg.com/profile_images/711118561243082752/ArbveOGY_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,fake_users
259,Eagle's,171,16,118,1,Texas,http://pbs.twimg.com/profile_images/696784509400936448/85SaRiW6_normal.jpg,333333,https://pbs.twimg.com/profile_images/696784509400936448/85SaRiW6_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,fake_users
262,Andres,1987,19,1763,20,"California, USA",http://pbs.twimg.com/profile_images/712482945232187392/PdkbnyM6_normal.jpg,333333,https://pbs.twimg.com/profile_images/712482945232187392/PdkbnyM6_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,fake_users
263,Christos (),448,14,385,8,North Dakota,http://pbs.twimg.com/profile_images/712668392247975936/b4ja55o1_normal.jpg,3C3940,https://pbs.twimg.com/profile_images/712668392247975936/b4ja55o1_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,32400,fake_users
264,Andrew,135,18,107,1,southwest Florida,http://pbs.twimg.com/profile_images/712564407914508288/JXomceX8_normal.jpg,333333,https://pbs.twimg.com/profile_images/712564407914508288/JXomceX8_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,fake_users
268,Norm Van,2155,27,1900,38,North Carolina,http://pbs.twimg.com/profile_images/711464328294084609/_SZoboC2_normal.jpg,333333,https://pbs.twimg.com/profile_images/711464328294084609/_SZoboC2_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,fake_users
276,KazouKun,188,21,145,1,Maine,http://pbs.twimg.com/profile_images/706312029066403840/F3IdmpBD_normal.jpg,3C3940,https://pbs.twimg.com/profile_images/706312029066403840/F3IdmpBD_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,fake_users
284,Anthony Di,1400,22,1293,43,Delaware,http://pbs.twimg.com/profile_images/710542126455644160/8ecDnlcc_normal.jpg,3D1957,https://pbs.twimg.com/profile_images/710542126455644160/8ecDnlcc_normal.jpg,https://abs.twimg.com/images/themes/theme10/bg.gif,http://abs.twimg.com/images/themes/theme10/bg.gif,-25200,fake_users
288,Josh,509,14,452,9,Michigan,http://pbs.twimg.com/profile_images/711289966483996672/t6X_30AW_normal.jpg,333333,https://pbs.twimg.com/profile_images/711289966483996672/t6X_30AW_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,fake_users
291,Gabriella,608,16,555,3,Massachusetts,http://pbs.twimg.com/profile_images/711224725805076480/R4AW4np0_normal.jpg,663B12,https://pbs.twimg.com/profile_images/711224725805076480/R4AW4np0_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
294,Bart,1113,17,989,20,Southern California,http://pbs.twimg.com/profile_images/709592981179752449/1fdVn-Ci_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/709592981179752449/1fdVn-Ci_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,fake_users
295,Gayle,613,31,561,18,Arizona,http://pbs.twimg.com/profile_images/717207070194405376/MBhsIswa_normal.jpg,663B12,https://pbs.twimg.com/profile_images/717207070194405376/MBhsIswa_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
298,Cecilia,22,12,0,0,Texas,http://pbs.twimg.com/profile_images/696791073050353664/qiuruojo_normal.jpg,663B12,https://pbs.twimg.com/profile_images/696791073050353664/qiuruojo_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
299,Asha,17,15,0,0,Tennessee,http://pbs.twimg.com/profile_images/683629963581362176/4wB8YBZN_normal.jpg,663B12,https://pbs.twimg.com/profile_images/683629963581362176/4wB8YBZN_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,fake_users
302,Ashley,1355,14,1245,12,"New York City , NY",http://pbs.twimg.com/profile_images/713778047103672321/JCsjd6Li_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/713778047103672321/JCsjd6Li_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,fake_users
307,Heidi,392,12,375,5,Indiana,http://pbs.twimg.com/profile_images/696074933932331008/UM5Wl6MO_normal.jpg,3C3940,https://pbs.twimg.com/profile_images/696074933932331008/UM5Wl6MO_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,fake_users
312,DC Jazz,28,15,0,0,Colorado,http://pbs.twimg.com/profile_images/710741582107037697/XtoVCyDh_normal.jpg,3E4415,https://pbs.twimg.com/profile_images/710741582107037697/XtoVCyDh_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,fake_users
