,user_name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,location,default_profile,profile_image_url,profile_background_image_url_https,profile_background_image_url,utc_offset,description,label
144,Lucy,averyislanoelvd,31,20,736,0,0,"Decatur, Georgia USA 30030",FALSE,http://pbs.twimg.com/profile_images/707591210798481408/UlxtLXOv_normal.jpg,https://abs.twimg.com/images/themes/theme8/bg.gif,http://abs.twimg.com/images/themes/theme8/bg.gif,-25200,Music Blogger. Poet. Musician. Political activist. . Best  friend.,fake_users
147,Fabian,sugarbea000r7,1524,18,543,1398,13,"Atlanta, Georgia, USA.",FALSE,http://pbs.twimg.com/profile_images/713910242246062081/WaEUry8w_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,"Salt Lake City musician.    Player for R&B Funk band, Twenty Four VII",fake_users
148,Peter Saint-,sxpetre,927,30,368,884,2,Oregon,FALSE,http://pbs.twimg.com/profile_images/705637840974053376/atSaTPmJ_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,Technologist. Musician. Philosopher. Revolutionizing  IoT with @.,fake_users
150,Alyssa,alyssa_smseyr,1231,21,630,1069,3,"Tucson, Arizona",FALSE,http://pbs.twimg.com/profile_images/678237387005259781/KprgEXLE_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,"gets  good, only to be wrecked.",fake_users
151,Laci,PierceThiacLe,1899,25,595,1621,17,North Dakota,FALSE,http://pbs.twimg.com/profile_images/714720079926181890/dxrFooSq_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,"Hi! I'm Laci  (: Vegetarian, bands, guitarist,  suck.",fake_users
156,DJ,_PAPIGGYIZ,2583,26,631,2400,27,Florida,TRUE,http://pbs.twimg.com/profile_images/715499235651821568/bBXIsHna_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,NY.  Singer. Musician. . Graphicdesigner.,fake_users
160,Cierra,cierracid1ny,1812,18,673,1596,35,Alaska,FALSE,http://pbs.twimg.com/profile_images/675427831560597506/Kdu4fK5X_normal.jpg,https://abs.twimg.com/images/themes/theme10/bg.gif,http://abs.twimg.com/images/themes/theme10/bg.gif,-25200,"Eradicating Child  Trafficking and Abuse Humanitarian Aid,& Development.national childrens Advocacy",fake_users
162,Laura,metroarlau,227,17,487,188,6,Virginia Beach,FALSE,http://pbs.twimg.com/profile_images/726520918244126721/-bQ9RWpR_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,"Program Director SportsRadio 610  KILT AM, CBS Sports Radio 650 KIKK AM and Texans Radio Network",fake_users
164,Sound,KhanFzouin,979,26,673,892,37,New York City,FALSE,http://pbs.twimg.com/profile_images/706801625399037955/aym2S0s2_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,"Musician/composer, /photographer, & int'l  lawyer/activist fusing music & imagery into VideoMuzic - a true alternative & total performance in sight & sound.",fake_users
165,N' Jesus Name I,BruddaMnaeie,1762,27,494,1537,18,New York &amp; Worldwide,FALSE,http://pbs.twimg.com/profile_images/727511041991708673/HofQ5jXN_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,| SHS Basketball |  Follow  on ig-  BruddaMainee,fake_users
167,Smokin' Joe Smith,theSmokienoJ,1637,39,478,1489,37,Texas,FALSE,http://pbs.twimg.com/profile_images/732361471078719488/cyhd3kn2_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,"13 year pro bball veteran (Italy, , israel, latvia, argentina,and now brasil) Also a business owner  of a Basketball Camp Consulting Firm.",fake_users
168,Jazz,Your_Obsesiison,67,14,683,0,0,United States - California,FALSE,http://pbs.twimg.com/profile_images/713899422413942784/HRsG7VTh_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,Stay  Humble My Little Birdies : @Your_Obsessiion,fake_users
173,Best Web,BestWebHostins_,1277,21,691,1184,23,Vero Beach Florida USA,FALSE,http://pbs.twimg.com/profile_images/680743972256505860/7OvFSkS8_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,"Quick&easy to find out best web hosting. Tips, tricks and secret info.  for your benefit. Enjoy this FreeFullMovies:  https://t.co/M70anpfswh",fake_users
175,Mike,Mike_Coceanhr,28,13,635,0,0,"New York, NY",FALSE,http://pbs.twimg.com/profile_images/711952158795632640/unuj8IRD_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,"Character Actor/High Energy Rock Guitarist/.
SAG-AFTRA-AFM
 
https://t.co/dyKIRfejjj",fake_users
178,Amanda,MajestipeAc,313,8,639,248,3,"Aurora, Colorado",FALSE,http://pbs.twimg.com/profile_images/714480306535931904/y18J5o27_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,"Musician,  Photographer, and Higher Ed professional dedicated to  college students.",fake_users
179,Victoria,tickeytay1olr,25,28,566,0,0,"Denver, Colorado",FALSE,http://pbs.twimg.com/profile_images/736814647173632000/18HANDYn_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,"I love all kinds of sports,,dancing and etc. I can do all things with Christ  in my life.",fake_users
180,A.k.a.,chodierbae,690,10,748,627,11,Michigan,FALSE,http://pbs.twimg.com/profile_images/675709754769997825/hdV4Rb7Q_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,"Professional thought criminal, amateur  else. Full of  mysterious mysteries... and vital organs.",fake_users
181,Jake,JakeGotBoucn3e2,526,32,575,503,3,"Denver, Colorado",FALSE,http://pbs.twimg.com/profile_images/727074710173917184/A859tpOn_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,#Native #OglalaLakota #Navajo # Tunkasila  Basketball  Family   Getting Paper,fake_users
183,ChefKi,Football_hFait,2042,28,675,1881,15,"Washington, DC 20005",FALSE,http://pbs.twimg.com/profile_images/713921775390887936/b2_l012q_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,EDM  ~ University  Florida ~ #AsocMob,fake_users
186,Barbara,BarbSmmao,1068,32,701,997,31,New Hampshire,FALSE,http://pbs.twimg.com/profile_images/706226246422818816/zVKz2-bo_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,"Gulf Coast Spirit, executive coach extraordinaire, love lifeâs unexpected moments, cooking big, theatre, jazz, opera,  golf  student",fake_users
190,ROLANDO,R_RICAREDZ,2146,28,637,1930,27,Kentucky,FALSE,http://pbs.twimg.com/profile_images/711133096024780800/_sQ1Shwr_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,"Passionate  #golf and #marketing. In my dreams I'm a drummer & triathlete. Happily married, proud father of twin baby boys. #GoBlue  #SteelerNation",fake_users
192,Paula,stylingiavnm,1736,30,363,1599,12,New Hampshire,FALSE,http://pbs.twimg.com/profile_images/711641604109557761/Z2Ziu4Xv_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,"Passion for Fashion, helping women look their best in what   wear; Family, friends, self-expression, rediscoverery, cooking, jazz, laughter!",fake_users
194,Cecile,cecilefeerbr,674,22,671,636,19,"N. California, USA",FALSE,http://pbs.twimg.com/profile_images/695827404556730368/pMELXVPI_normal.jpg,https://abs.twimg.com/images/themes/theme4/bg.gif,http://abs.twimg.com/images/themes/theme4/bg.gif,-25200,"Currently SaaS Launch Business Expert, supporting Global ISV partners. 
Sending and Receiving Good  from the CloudSphere since 2009  
#SaaS #Azure #Cloud",fake_users
196,Emily,BluestarBlorgeg,1499,19,673,1410,12,Washington,FALSE,http://pbs.twimg.com/profile_images/696134971153629184/WhCFAbsm_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,"Writer, blogger, social media enthusiast  and product .",fake_users
197,Ghstmarauder,Ghstmarauerd,374,44,258,305,11,"Prescott, Arizona",FALSE,http://pbs.twimg.com/profile_images/732739867935789056/1rG9rL-i_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,That IT guy from  that game you play. Sports/Video Games | XBL/PSN/YT - Ghstmarauder  #Noles #Phins #Heat #DestinyTheGame # #XCOM2 #Planetside2,fake_users
202,TheStonedChristian,DigTheCnciy,1513,32,627,1341,6,"New York, NY",FALSE,http://pbs.twimg.com/profile_images/679968819784318976/ewk1k0xv_normal.jpg,https://abs.twimg.com/images/themes/theme11/bg.gif,http://abs.twimg.com/images/themes/theme11/bg.gif,-25200,"A  stoned Christian, follow and I'll  back",fake_users
203,Fernanda,nandabarelal,1661,28,680,1525,18,Texas,FALSE,http://pbs.twimg.com/profile_images/696102925932875776/zQqs94xs_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,Marketing MBA. Global Citizen.   good food and museums.,fake_users
204,Melanie,MsOperaeGke,28,20,719,0,0,FLORIDA,FALSE,http://pbs.twimg.com/profile_images/706439750878568448/xHJUi6Ni_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,"A soprano, pianist, horn player, and New York Mets fan  her operatic dreams. Occasionally seen in  light-up valkyrie horns. Manhattan School of Music '19",fake_users
206,AppsToro,AppsmroT,759,23,719,710,0,New York,FALSE,http://pbs.twimg.com/profile_images/681131410573373440/2O1GEGcM_normal.jpg,https://abs.twimg.com/images/themes/theme11/bg.gif,http://abs.twimg.com/images/themes/theme11/bg.gif,-25200,Mobile App   and Marketing For Android Phone.,fake_users
207,Ken,kenfl6e1,3075,46,746,2841,31,Connecticut,FALSE,http://pbs.twimg.com/profile_images/707237751658139649/i1Bj0BcA_normal.jpg,https://abs.twimg.com/images/themes/theme8/bg.gif,http://abs.twimg.com/images/themes/theme8/bg.gif,-25200,"I am a music  producer, promoter, composer, musician  a truck driver. You can get my -Bringin' It Together- cd at https://t.co/m05mWWvb9oÂ .",fake_users
211,Tris,TrisImdnboe,1343,27,642,1289,21,"Houston, Texas, USA.",FALSE,http://pbs.twimg.com/profile_images/706802611710611461/Rdpxz6GM_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,Drummer for @Chicagotheband for 26 years. Kenny Loggins for  years  before that and many others. Six year lung cancer survivor.,fake_users
213,Tiffany EllingerLeza,tiffelliengr,275,21,512,235,6,"Fort Worth, Texas",FALSE,http://pbs.twimg.com/profile_images/736621677656707072/7Ml6Ci-R_normal.jpg,https://abs.twimg.com/images/themes/theme1/bg.png,http://abs.twimg.com/images/themes/theme1/bg.png,-25200,Disney. Broncos. Halloween. Soccer. Mom. Wife.  . Blessed by God with a wonderful life and I intend to make the most of it!,fake_users
214,Daivoo,WintrCube,557,14,304,457,11,"Dallas, Texas",FALSE,http://pbs.twimg.com/profile_images/712606968876150784/vyKUys3i_normal.jpg,https://abs.twimg.com/images/themes/theme8/bg.gif,http://abs.twimg.com/images/themes/theme8/bg.gif,-25200,"I am pro at Tetris. I love everything gaming, esports, D&,  Anime, also interested in witchcraft, reiki, tantra, BDSM! Music: All EDM, GOA, Metal, Indie, Celtic",fake_users
215,Hope,Hopeerra,609,27,669,555,11,"Boonton, New Jersey",FALSE,http://pbs.twimg.com/profile_images/705822948146413569/LeJuHMiT_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,Author of OPERATION CINDERELLA optioned by FOX.  work on women's historical fic saga set in Gilded Age thru Jazz  Age NYC. Ph.D. from Catholic U.,fake_users
218,Brandon L.,imbrandonlithms,2160,29,751,2024,37,California,FALSE,http://pbs.twimg.com/profile_images/706637774858878976/RX-7c_LZ_normal.jpg,https://abs.twimg.com/images/themes/theme7/bg.gif,http://abs.twimg.com/images/themes/theme7/bg.gif,-25200,Singer | Songwriter | Musician  | Facebook Page ://Facebook.com/imbrandonlsmith,fake_users
222,Jason,azureblade27v,14,14,442,0,0,Wisconsin,FALSE,http://pbs.twimg.com/profile_images/705477873964969984/Y5xXBYNT_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,Truth . This account will be for Ron Paul related news and newsfeeds. Proud member  of #TeamRonPaul and the r3VOLution. Geek/musician/student,fake_users
223,Eric,ericjonnlseo,2281,45,633,2124,29,Delaware,FALSE,http://pbs.twimg.com/profile_images/717598862400073728/19djJUN__normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,"Christian, writer, musician, world traveler,  photographer and full-time  grammar freak.",fake_users
224,bryan,bryanronsboi,371,25,750,312,8,"New York, NY",FALSE,http://pbs.twimg.com/profile_images/707841928692408320/GAth0hIs_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,14400,"I'm an Atlassian Expert,  ScrumMaster, guitarist for the now defunct  Starlings,  TN, and an avid cook. I also dig cheese.",fake_users
232,Charlotte,ItsCSuza1e2nn,31,15,601,0,0,Louisiana,FALSE,http://pbs.twimg.com/profile_images/710437405619314688/nn6ksPiv_normal.jpg,https://abs.twimg.com/images/themes/theme12/bg.gif,http://abs.twimg.com/images/themes/theme12/bg.gif,-25200,"Inspired by many things, /Songwriter/musician. I can do all things through Christ who strengthens me. Love yourself  love others. Keep dreams...",fake_users
234,Brian,BrianTompk09sni,371,21,655,303,4,Southern Illinois,FALSE,http://pbs.twimg.com/profile_images/714020040429989888/6wI_N_gK_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,"Dad,  Marketer, , Skier, Musician",fake_users
236,Charlotte,FLcashfEoRwl,63,9,617,0,0,"Seattle , Washington,USA",FALSE,http://pbs.twimg.com/profile_images/715285810673688576/q7zHrxE1_normal.jpg,https://abs.twimg.com/images/themes/theme13/bg.gif,http://abs.twimg.com/images/themes/theme13/bg.gif,-25200,"Cashflow real estate investor, Realtor, landlord,  property , entrepreneur. Pet therapy team handler. Pianist. Travel enthusiast.",fake_users
237,BÂ®UÂ©,aguynamedceurb,1983,29,691,1901,15,"Loveland, Colorado",FALSE,http://pbs.twimg.com/profile_images/712613280754171904/otxG2edX_normal.jpg,https://abs.twimg.com/images/themes/theme19/bg.gif,http://abs.twimg.com/images/themes/theme19/bg.gif,-25200,Elementary Teacher/ Producer/ Musician/Full-time Fathe #teamMORGAN # #teamEDUCATOR #CheckGang  #WeBall #RSVPATL,fake_users
239,Jaclyn,jaclynroseumcis,27,15,642,0,0,Minnesota,FALSE,http://pbs.twimg.com/profile_images/707211406400233473/mW2YAR7z_normal.jpg,https://abs.twimg.com/images/themes/theme5/bg.gif,http://abs.twimg.com/images/themes/theme5/bg.gif,-25200,Music Artist I Singer / Songwriter / Composer / Producer I Philanthropist I Soldier  The Rose  Movement.  #JoinTheRoseMovement #RoseInvasion,fake_users
240,Coach Cabral,stfrancisblabl,26,20,526,0,0,Indiana,FALSE,http://pbs.twimg.com/profile_images/722460940453552130/CxhpFWMg_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,"Follower of christ, Assistant Men's Basketball Coach Alcorn State  & Former  Coach of St. Francis Knights, 2014 State Champions",fake_users
249,LilBrown,lilbr3ow9n,1000,12,564,879,24,Iowa,FALSE,http://pbs.twimg.com/profile_images/711747814275960832/gpueUWt1_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,My name is  Brown aka LilBrown I am a musician music is my passion and its something  i love to do i hope n pray 1 dat dat i get were i wanna b dats signed,fake_users
250,Adison,adison_evnas,11,19,380,0,0,Rhode Island,FALSE,http://pbs.twimg.com/profile_images/705942757437640705/LJjQbVdY_normal.jpg,https://abs.twimg.com/images/themes/theme2/bg.gif,http://abs.twimg.com/images/themes/theme2/bg.gif,-25200,"debut jazz  album, HERO out Feb 5, 2016! available on iTunes, cdbaby, Amazon,  google music",fake_users
252,Zaray,za3ry2a,58,14,672,0,0,Arkansas,FALSE,http://pbs.twimg.com/profile_images/715033033485758464/KtJkvS7L_normal.jpg,https://abs.twimg.com/images/themes/theme16/bg.gif,http://abs.twimg.com/images/themes/theme16/bg.gif,-25200,"Thinker, lover of adventure, professional  musician,  by grace of God in Christ Jesus.",fake_users
254,Toxic,ToxicEcotrs,441,24,256,368,8,New Jersey,FALSE,http://pbs.twimg.com/profile_images/716362874071941120/ffSlg2sD_normal.jpg,https://abs.twimg.com/images/themes/theme3/bg.gif,http://abs.twimg.com/images/themes/theme3/bg.gif,-25200,WE MAKE  TOXIC  MUSIC: GARRETT BROWN & ZACH OTRAMBA,fake_users
256,Ronneka,RonneaoxCk,989,16,661,945,23,fort worth texas usa,FALSE,http://pbs.twimg.com/profile_images/711118561243082752/ArbveOGY_normal.jpg,https://abs.twimg.com/images/themes/theme17/bg.gif,http://abs.twimg.com/images/themes/theme17/bg.gif,-25200,Pianist/Keyboardist  football lover :  ) Hello Twitter!,fake_users
259,Eagle's,EaglesVartyie,171,16,674,118,1,Texas,FALSE,http://pbs.twimg.com/profile_images/696784509400936448/85SaRiW6_normal.jpg,https://abs.twimg.com/images/themes/theme18/bg.gif,http://abs.twimg.com/images/themes/theme18/bg.gif,-25200,We are a  business that specializes in personal protection items but also  many other items.,fake_users
